id	source	pmid	pmcid	doi	title	authorString	journalTitle	issue	journalVolume	pubYear	journalIssn	pubType	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	hasTMAccessionNumbers	firstIndexDate	firstPublicationDate	pageInfo
32807866	MED	32807866	PMC7431414	10.1038/s41598-020-70434-y	Transforming single-band static FSS to dual-band dynamic FSS using origami.	Biswas A, Zekios CL, Georgakopoulos SV.	Sci Rep	1	10	2020	2045-2322	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-08-19	2020-08-17	13884
31639891	MED	31639891	NA	10.1103/physreve.100.032215	Master-slave synchronization of hyperchaotic systems through a linear dynamic coupling.	Buscarino A, Fortuna L, Patanè L.	Phys Rev E	3-1	100	2019	2470-0045; 2470-0053; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-10-23	2019-09-01	032215
32079268	MED	32079268	PMC7070927	10.3390/s20041083	Design for A Highly Stable Laser Source Based on the Error Model of High-Speed High-Resolution Heterodyne Interferometers.	Yang H, Yin Z, Yang R, Hu P, Li J, Tan J.	Sensors (Basel)	4	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-02-22	2020-02-17	NA
31655388	MED	31655388	NA	10.1016/j.saa.2019.117647	The method of calibration model transfer by optimizing wavelength combinations based on consistent and stable spectral signals.	Zhang L, Li Y, Huang W, Ni L, Ge J.	Spectrochim Acta A Mol Biomol Spectrosc	NA	227	2020	1386-1425; 1873-3557; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-10-27	2019-10-09	117647
32642908	MED	32642908	NA	10.1007/s11517-020-02217-6	Cadaveric feasibility study of a teleoperated parallel continuum robot with variable stiffness for transoral surgery.	Li C, Gu X, Xiao X, Lim CM, Ren H.	Med Biol Eng Comput	9	58	2020	0140-0118; 1741-0444; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2020-07-15	2020-07-08	2063-2069
32419044	MED	32419044	NA	10.1007/s10544-020-00487-3	3D-Printed micro-optofluidic device for chemical fluids and cells detection.	Cairone F, Davi S, Stella G, Guarino F, Recca G, Cicala G, Bucolo M.	Biomed Microdevices	2	22	2020	1387-2176; 1572-8781; 	journal article	N	N	N	N	N	N	1	N	Y	N	N	N	2020-05-18	2020-05-18	37
32310789	MED	32310789	NA	10.1109/tnnls.2020.2984040	Synchronization for Quantized Semi-Markov Switching Neural Networks in a Finite Time.	Qi W, Park JH, Zong G, Cao J, Cheng J.	IEEE Trans Neural Netw Learn Syst	NA	NA	2020	2162-237x; 2162-2388; 	journal article	N	N	N	N	N	N	0	N	N	N	N	N	2020-04-21	2020-04-17	NA
32900359	MED	32900359	PMC7488072	10.1186/s12864-020-06937-9	Analysis of two mechanisms of telomere maintenance based on the theory of g-Networks and stochastic automata networks.	Lee KH, Kimmel M.	BMC Genomics	suppl 9	21	2020	1471-2164	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-09-10	2020-09-09	587
31945797	MED	31945797	NA	10.1002/rcs.2078	K-FLEX: A flexible robotic platform for scar-free endoscopic surgery.	Hwang M, Kwon DS.	Int J Med Robot	2	16	2020	1478-5951; 1478-596x; 	journal article	N	N	N	N	N	N	0	N	N	N	N	N	2020-01-18	2020-02-11	e2078
31627421	MED	31627421	PMC6833114	10.3390/s19204517	Classifying and Predicting Salinization Level in Arid Area Soil Using a Combination of Chua's Circuit and Fractional Order Sprott Chaotic System.	Tian A, Fu C, Su XY, Yau HT, Xiong H.	Sensors (Basel)	20	19	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2019-10-22	2019-10-17	NA
32422823	MED	32422823	NA	10.1103/physreve.101.042222	Post-canard symmetry breaking and other exotic dynamic behaviors in identical coupled chemical oscillators.	Awal NM, Epstein IR.	Phys Rev E	4-1	101	2020	2470-0045; 2470-0053; 	journal article	N	N	N	N	N	N	0	N	Y	N	Y	N	2020-05-22	2020-04-01	042222
31640204	MED	31640204	PMC6848933	10.3390/s19204575	Sensors for Expert Grip Force Profiling: Towards Benchmarking Manual Control of a Robotic Device for Surgical Tool Movements.	de Mathelin M, Nageotte F, Zanne P, Dresp-Langley B.	Sensors (Basel)	20	19	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2019-10-23	2019-10-21	NA
PMC7597288	PMC	NA	PMC7597288	NA	Quantum Transport in Mesoscopic Systems	Sánchez D, Moskalets M.	Entropy (Basel)	9	22	2020	1099-4300	editorial	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-11-12	2020-09-01	NA
31775316	MED	31775316	PMC6929095	10.3390/s19235157	Method for the Detection of Tumor Blood Vessels in Neurosurgery Using a Gripping Force Feedback System.	Yokota H, Yoneyama T, Watanabe T, Sasagawa Y, Nakada M.	Sensors (Basel)	23	19	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2019-11-28	2019-11-25	NA
32369423	MED	32369423	NA	10.1177/0036850420916329	Research on collaborative innovation among enterprises in green supply chain based on carbon emission trading.	Hao X, Li B.	Sci Prog	2	103	2020	0036-8504; 2047-7163; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2020-05-12	2020-04-01	36850420916329
32491891	MED	32491891	NA	10.1063/1.5125216	Cross frequency coupling in next generation inhibitory neural mass models.	Ceni A, Olmi S, Torcini A, Angulo-Garcia D.	Chaos	5	30	2020	1054-1500; 1089-7682; 	journal article	N	N	N	N	N	N	0	N	Y	N	Y	N	2020-06-04	2020-05-01	053121
PMC7256380	PMC	NA	PMC7256380	NA	A Framework to Support the 5G Densification	Maglogiannis I, Iliadis L, Pimenidis E, Theodoropoulou E, Mesogiti I, Lyberopoulos G, Kalfas G, Vagionas C, Pleros N, Pagano A, Agus M, Neto L, Psaromanolakis N, Ropodi A.	Artificial Intelligence Applications and Innovations. AIAI 2020 IFIP WG 12.5 International WorkshopsMHDW 2020 and 5G-PINE 2020, Neos Marmaras, Greece, June 5–7, 2020, Proceedings	NA	585	2020	NA	chapter-article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-05-31	2020-01-01	3-14
31075972	MED	31075972	PMC6539942	10.3390/molecules24091802	Calibration Transfer Based on Affine Invariance for NIR without Transfer Standards.	Zhao Y, Zhao Z, Shan P, Peng S, Yu J, Gao S.	Molecules	9	24	2019	1420-3049	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2019-05-11	2019-05-09	NA
PMC7343411	PMC	NA	PMC7343411	NA	On the Evaluation of SEU Effects on AXI Interconnect Within AP-SoCs	Brinkmann A, Karl W, Lankes S, Tomforde S, Pionteck T, Trinitis C, De Sio C, Azimi S, Sterpone L.	Architecture of Computing Systems – ARCS 202033rd International Conference, Aachen, Germany, May 25–28, 2020, Proceedings	NA	12155	2020	NA	chapter-article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-07-15	2020-06-12	215-227
31568472	MED	31568472	NA	10.1364/ol.44.004905	Cascaded injection of semiconductor lasers in period-one oscillations for millimeter-wave generation.	Zhang L, Chan SC.	Opt Lett	19	44	2019	0146-9592; 1539-4794; 	journal article	N	N	N	N	N	N	0	N	N	N	N	N	2019-10-05	2019-10-01	4905-4908
31608742	MED	31608742	NA	10.1177/0748730419877315	Selection for Timing of Eclosion Results in Co-evolution of Temperature Responsiveness in Drosophila melanogaster.	Abhilash L, Ghosh A, Sheeba V.	J Biol Rhythms	6	34	2019	0748-7304; 1552-4531; 	research support, non-u.s. gov't; journal article	N	N	N	N	N	N	0	N	Y	N	Y	N	2019-10-14	2019-10-13	596-609
31752187	MED	31752187	PMC6891499	10.3390/s19225029	Proposal of the Tactile Glove Device.	Junior JCVS, Torquato MF, Noronha DH, Silva SN, Fernandes MAC.	Sensors (Basel)	22	19	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2019-11-22	2019-11-18	NA
30900610	MED	30900610	PMC6784431	10.4103/sjg.sjg_12_19	Endoscopic robotic suturing: The way forward.	Kaan HL, Ho KY.	Saudi J Gastroenterol	5	25	2019	1319-3767; 1998-4049; 	review-article; review; journal article	Y	Y	N	N	N	N	1	Y	Y	N	N	N	2019-03-23	2019-09-01	272-276
32245193	MED	32245193	PMC7146159	10.3390/s20061748	Grip Stabilization through Independent Finger Tactile Feedback Control.	Veiga F, Edin B, Peters J.	Sensors (Basel)	6	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-04-05	2020-03-21	NA
33212883	MED	33212883	PMC7698433	10.3390/s20226561	Resolving and Analyzing Landfast Ice Deformation by InSAR Technology Combined with Sentinel-1A Ascending and Descending Orbits Data.	Wang Z, Liu J, Wang J, Wang L, Luo M, Wang Z, Ni P, Li H.	Sensors (Basel)	22	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	N	N	2020-11-20	2020-11-17	NA
32764638	MED	32764638	PMC7413398	10.1038/s41467-020-17808-y	Metasurface-assisted massive backscatter wireless communication with commodity Wi-Fi signals.	Zhao H, Shuang Y, Wei M, Cui TJ, Hougne PD, Li L.	Nat Commun	1	11	2020	2041-1723	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-08-09	2020-08-06	3926
30987017	MED	30987017	PMC6480669	10.3390/molecules24071289	PLS Subspace-Based Calibration Transfer for Near-Infrared Spectroscopy Quantitative Analysis.	Zhao Y, Yu J, Shan P, Zhao Z, Jiang X, Gao S.	Molecules	7	24	2019	1420-3049	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2019-04-16	2019-04-02	NA
32953242	MED	32953242	PMC7476674	10.1167/tvst.9.10.2	Robotic Retinal Surgery Impacts on Scleral Forces: In Vivo Study.	Urias MG, Patel N, Ebrahimi A, Iordachita I, Gehlbach PL.	Transl Vis Sci Technol	10	9	2020	2164-2591	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-09-23	2020-09-01	2
32967319	MED	32967319	PMC7570834	10.3390/s20185415	Physical, Modular and Articulated Interface for Interactive Molecular Manipulation.	Vincke B, Ghaoui MA, Férey N, Martinez X.	Sensors (Basel)	18	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	N	N	2020-09-24	2020-09-21	NA
32225530	MED	32225530	NA	10.1364/oe.383526	Optical frequency distribution using laser repeater stations with planar lightwave circuits.	Akatsuka T, Goh T, Imai H, Oguri K, Ishizawa A, Ushijima I, Ohmae N, Takamoto M, Katori H, Hashimoto T, Gotoh H, Sogawa T.	Opt Express	7	28	2020	1094-4087	journal article	N	N	N	N	N	N	0	N	Y	N	Y	N	2020-04-01	2020-03-01	9186-9197
33116168	MED	33116168	PMC7595191	10.1038/s41598-020-75278-0	Post-seismic deformation mechanism of the July 2015 MW 6.5 Pishan earthquake revealed by Sentinel-1A InSAR observation.	Wang S, Zhang Y, Wang Y, Jiao J, Ji Z, Han M.	Sci Rep	1	10	2020	2045-2322	research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-10-30	2020-10-28	18536
32224474	MED	32224474	NA	10.1109/tcyb.2020.2977956	Adaptive Granularity Learning Distributed Particle Swarm Optimization for Large-Scale Optimization.	Wang ZJ, Zhan ZH, Kwong S, Jin H, Zhang J.	IEEE Trans Cybern	NA	NA	2020	2168-2267; 2168-2275; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2020-04-01	2020-03-27	NA
31043043	MED	31043043	PMC6948177	10.1063/1.5067266	Microcontroller based scanning transfer cavity lock for long-term laser frequency stabilization.	Subhankar S, Restelli A, Wang Y, Rolston SL, Porto JV.	Rev Sci Instrum	4	90	2019	0034-6748; 1089-7623; 	research-article; journal article	N	Y	N	Y	N	N	0	Y	Y	N	Y	N	2019-05-03	2019-04-01	043115
31882744	MED	31882744	PMC6934783	10.1038/s41598-019-56468-x	Degree of Quantumness in Quantum Synchronization.	Eneriz H, Rossatto DZ, Cárdenas-López FA, Solano E, Sanz M.	Sci Rep	1	9	2019	2045-2322	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2019-12-30	2019-12-27	19933
31991743	MED	31991743	PMC7038415	10.3390/s20030670	Joint Timekeeping of Navigation Satellite Constellation with Inter-Satellite Links.	Sun L, Huang W, Gao S, Li W, Guo X, Yang J.	Sensors (Basel)	3	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-01-30	2020-01-25	NA
32599213	MED	32599213	PMC7319930	10.1016/j.wneu.2020.06.172	The Future of Skull Base Surgery: A View Through Tinted Glasses.	Sekhar LN, Juric-Sekhar G, Qazi Z, Patel A, McGrath LB, Pridgeon J, Kalavakonda N, Hannaford B.	World Neurosurg	NA	142	2020	1878-8750; 1878-8769; 	review-article; review; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-06-30	2020-06-27	29-42
31597299	MED	31597299	PMC6843280	10.3390/mi10100677	Tele-Robotic Platform for Dexterous Optical Single-Cell Manipulation.	Gerena E, Legendre F, Molawade A, Vitry Y, Régnier S, Haliyo S.	Micromachines (Basel)	10	10	2019	2072-666x	research-article; journal article	Y	Y	N	Y	N	Y	1	Y	Y	N	N	N	2019-10-11	2019-10-08	NA
IND606333552	AGR	NA	NA	10.1016/j.compag.2019.02.019	Development of a following agricultural machinery automatic navigation system	Li S, Cao R, Ji Y, Li H, Xu H, Zhang M.	Computers and electronics in agriculture.	NA	158	2019	0168-1699	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-09-04	2019-03-01	335-344
32163961	MED	32163961	NA	10.1364/ol.385527	Photonic generation of tunable dual-chirp microwave waveforms using a dual-beam optically injected semiconductor laser.	Zhou P, Chen H, Li N, Zhang R, Pan S.	Opt Lett	6	45	2020	0146-9592; 1539-4794; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2020-03-14	2020-03-01	1342-1345
33126714	MED	33126714	PMC7662893	10.3390/ma13214825	Dental Diagnosis and Treatment Assessments: Between X-rays Radiography and Optical Coherence Tomography.	Erdelyi RA, Duma VF, Sinescu C, Dobre GM, Bradu A, Podoleanu A.	Materials (Basel)	21	13	2020	1996-1944	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	N	N	2020-10-31	2020-10-28	NA
31565093	MED	31565093	PMC6746902	10.1007/s11571-019-09545-w	Synchronization control of quaternion-valued memristive neural networks with and without event-triggered scheme.	Wei R, Cao J.	Cogn Neurodyn	5	13	2019	1871-4080; 1871-4099; 	research-article; journal article	N	Y	N	Y	N	N	0	Y	Y	N	N	N	2019-10-05	2019-06-28	489-502
30930317	MED	30930317	NA	10.1016/j.wneu.2019.03.221	Novel Operation Support Robot with Sensory-Motor Feedback System for Neuroendovascular Intervention.	Miyachi S, Nagano Y, Hironaka T, Kawaguchi R, Ohshima T, Matsuo N, Maejima R, Takayasu M.	World Neurosurg	NA	127	2019	1878-8750; 1878-8769; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-04-02	2019-03-28	e617-e623
30626146	MED	30626146	PMC6339001	10.3390/s19010214	Decoupling of Airborne Dynamic Bending Deformation Angle and Its Application in the High-Accuracy Transfer Alignment Process.	Yang P, Chen X, Wang J.	Sensors (Basel)	1	19	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2019-01-11	2019-01-08	NA
32899244	MED	32899244	PMC7506761	10.3390/s20174997	An Improved Design and Implementation of a Range-Controlled Communication System for Mobile Phones.	Gong M, Zhang H, Liu Z.	Sensors (Basel)	17	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-09-09	2020-09-03	NA
30969936	MED	30969936	NA	10.1109/tcyb.2019.2904543	A Distributed Swarm Optimizer With Adaptive Communication for Large-Scale Optimization.	Yang Q, Chen WN, Gu T, Zhang H, Yuan H, Kwong S, Zhang J.	IEEE Trans Cybern	7	50	2020	2168-2267; 2168-2275; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-04-11	2019-04-09	3393-3408
30726236	MED	30726236	PMC6364889	10.1371/journal.pone.0209618	On the synchronization techniques of chaotic oscillators and their FPGA-based implementation for secure image transmission.	Guillén-Fernández O, Meléndez-Cano A, Tlelo-Cuautle E, Núñez-Pérez JC, Rangel-Magdaleno JJ.	PLoS One	2	14	2019	1932-6203	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2019-02-08	2019-02-06	e0209618
32789728	MED	32789728	PMC7502040	10.1007/s11548-020-02244-6	Evaluation of long-term stability of monolithic 3D-printed robotic manipulator structures for minimally invasive surgery.	Krieger YS, Ostler D, Rzepka K, Meining A, Feussner H, Wilhelm D, Lueth TC.	Int J Comput Assist Radiol Surg	10	15	2020	1861-6410; 1861-6429; 	brief-report; journal article	Y	Y	N	Y	N	N	0	N	Y	N	N	N	2020-08-14	2020-08-13	1693-1697
32887238	MED	32887238	PMC7565775	10.3390/cancers12092485	Robotic-Assisted Colonoscopy Platform with a Magnetically-Actuated Soft-Tethered Capsule.	Verra M, Firrincieli A, Chiurazzi M, Mariani A, Lo Secco G, Forcignanò E, Koulaouzidis A, Menciassi A, Dario P, Ciuti G, Arezzo A.	Cancers (Basel)	9	12	2020	2072-6694	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-09-05	2020-09-02	NA
30707330	MED	30707330	NA	10.1007/s11548-019-01915-3	Gain determination of feedback force for an ultrasound scanning robot using genetic algorithm.	Kim YJ, Park CK, Kim KG.	Int J Comput Assist Radiol Surg	5	14	2019	1861-6410; 1861-6429; 	journal article	N	N	N	N	N	N	0	N	Y	N	Y	N	2019-02-07	2019-02-01	797-807
32509298	MED	32509298	PMC7248061	10.1038/s41377-020-0325-9	Optical RAM and integrated optical memories: a survey.	Alexoudi T, Kanellos GT, Pleros N.	Light Sci Appl	NA	9	2020	2095-5545; 2047-7538; 	review-article; review; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-06-08	2020-05-25	91
31963791	MED	31963791	PMC7014492	10.3390/s20020542	A Pilot Study on the e-Kayak System: A Wireless DAQ Suited for Performance Analysis in Flatwater Sprint Kayaks.	Bonaiuto V, Gatta G, Romagnoli C, Boatto P, Lanotte N, Annino G.	Sensors (Basel)	2	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-01-28	2020-01-19	NA
32862777	MED	32862777	PMC7549983	10.1080/21505594.2020.1809963	The spreading of parasites by human migratory activities.	Steverding D.	Virulence	1	11	2020	2150-5594; 2150-5608; 	review-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-08-31	2020-12-01	1177-1191
30471653	MED	30471653	NA	10.1002/rcs.1974	Master-slave motion alignment for an open surgical console.	Wang W, Song H, Zhang Z, Du Z.	Int J Med Robot	2	15	2019	1478-5951; 1478-596x; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2018-11-25	2018-12-19	e1974
33203079	MED	33203079	PMC7697198	10.3390/s20226524	A Submillimeter Level Relative Navigation Technology for Spacecraft Formation Flying in Highly Elliptical Orbit.	Wang X, Gong D, Jiang Y, Mo Q, Kang Z, Shen Q, Wu S, Wang D.	Sensors (Basel)	22	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	N	N	N	N	2020-11-18	2020-11-15	NA
32909951	MED	32909951	PMC7516686	10.2196/17057	Cost-Effective Smartphone-Based Articulable Endoscope Systems for Developing Countries: Instrument Validation Study.	Moon Y, Oh J, Hyun J, Kim Y, Choi J, Namgoong J, Kim JK.	JMIR Mhealth Uhealth	9	8	2020	2291-5222	research-article; journal article	Y	Y	N	N	N	N	0	N	Y	N	Y	N	2020-09-12	2020-09-10	e17057
30906698	MED	30906698	PMC6411510	10.1016/j.mex.2019.02.021	Implementing EEG hyperscanning setups.	Barraza P, Dumas G, Liu H, Blanco-Gomez G, van den Heuvel MI, Baart M, Pérez A.	MethodsX	NA	6	2019	2215-0161	research-article; journal article	Y	Y	N	Y	N	Y	3	Y	Y	N	Y	N	2019-03-26	2019-02-26	428-436
31346947	MED	31346947	NA	10.1007/s11517-019-02016-8	A vascular interventional surgical robot based on surgeon's operating skills.	Yang C, Guo S, Bao X, Xiao N, Shi L, Li Y, Jiang Y.	Med Biol Eng Comput	9	57	2019	0140-0118; 1741-0444; 	evaluation study; journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-07-31	2019-07-25	1999-2010
33247160	MED	33247160	PMC7695708	10.1038/s41467-020-19875-7	Large deep-sea zooplankton biomass mirrors primary production in the global ocean.	Hernández-León S, Koppelmann R, Fraile-Nuez E, Bode A, Mompeán C, Irigoien X, Olivar MP, Echevarría F, Fernández de Puelles ML, González-Gordillo JI, Cózar A, Acuña JL, Agustí S, Duarte CM.	Nat Commun	1	11	2020	2041-1723	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-11-29	2020-11-27	6048
30910311	MED	30910311	NA	10.1016/j.isatra.2019.03.019	Adaptive neural network based position tracking control for Dual-master/Single-slave teleoperation system under communication constant time delays.	Ji Y, Liu D, Guo Y.	ISA Trans	NA	93	2019	0019-0578; 1879-2022; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-03-27	2019-03-20	80-92
33051448	MED	33051448	PMC7555491	10.1038/s41597-020-00680-2	A naturalistic neuroimaging database for understanding the brain using ecological stimuli.	Aliko S, Huang J, Gheorghiu F, Meliss S, Skipper JI.	Sci Data	1	7	2020	2052-4463	research support, non-u.s. gov't; data-paper; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	Y	2020-10-16	2020-10-13	347
31677353	MED	31677353	NA	10.1002/rcs.2053	SmartArm: Integration and validation of a versatile surgical robotic system for constrained workspaces.	Marinho MM, Harada K, Morita A, Mitsuishi M.	Int J Med Robot	2	16	2020	1478-5951; 1478-596x; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2019-11-03	2020-01-02	e2053
31158954	MED	31158954	PMC7096234	10.5009/gnl19047	Robot-Assisted Endoscopic Resection: Current Status and Future Directions.	Kaan HL, Ho KY.	Gut Liver	2	14	2020	1976-2283; 2005-1212; 	review-article; review; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2019-06-05	2020-03-01	150-152
32061203	MED	32061203	PMC7548150	10.5946/ce.2019.161	Endoscopic Full Thickness Resection for Gastrointestinal Tumors - Challenges and Solutions.	Kaan HL, Ho KY.	Clin Endosc	5	53	2020	2234-2400; 2234-2443; 	review-article; review; journal article	Y	Y	N	Y	N	N	1	N	Y	N	N	N	2020-02-18	2020-02-17	541-549
